,County,2012 Pop,2012 Household Income,2017 Pop,2017 Household Income
2568,"Dane County, Wisconsin",490379,61790,522837,67631
2569,"Dodge County, Wisconsin",88741,53782,87833,56038
2570,"Door County, Wisconsin",27872,48707,27443,56494
2571,"Douglas County, Wisconsin",43963,45370,43503,50730
2572,"Dunn County, Wisconsin",43788,47847,44260,54605
2573,"Eau Claire County, Wisconsin",98952,47821,102388,52178
2574,"Florence County, Wisconsin",4486,44652,4354,47827
2575,"Fond du Lac County, Wisconsin",101577,53399,102082,57798
2576,"Forest County, Wisconsin",9361,40215,9035,43356
2577,"Grant County, Wisconsin",51055,46138,51742,50522
2578,"Green County, Wisconsin",36800,55380,36869,60609
2579,"Green Lake County, Wisconsin",19064,48772,18745,50276
2580,"Iowa County, Wisconsin",23712,55900,23576,60017
2581,"Iron County, Wisconsin",5978,37112,5748,39855
2582,"Jackson County, Wisconsin",20436,43098,20531,51108
2583,"Jefferson County, Wisconsin",83751,54705,84586,59215
2584,"Juneau County, Wisconsin",26701,45461,26427,48817
2585,"Kenosha County, Wisconsin",166373,55117,167886,57269
2586,"Kewaunee County, Wisconsin",20600,55611,20378,60320
2587,"La Crosse County, Wisconsin",114718,50771,117582,54127
2588,"Lafayette County, Wisconsin",16836,49263,16755,55859
2589,"Langlade County, Wisconsin",19951,42958,19190,44122
2590,"Lincoln County, Wisconsin",28710,48293,27994,54203
2591,"Manitowoc County, Wisconsin",81266,50091,79680,51053
2592,"Marathon County, Wisconsin",134041,53762,135293,56509
2593,"Marinette County, Wisconsin",41704,41533,40712,44958
2594,"Marquette County, Wisconsin",15366,44879,15164,49052
2595,"Menominee County, Wisconsin",4274,37644,4506,38080
2596,"Milwaukee County, Wisconsin",946584,43599,956586,46784
2597,"Monroe County, Wisconsin",44714,48768,45303,56479
2598,"Oconto County, Wisconsin",37632,50763,37465,55762
2599,"Oneida County, Wisconsin",36029,44181,35352,52945
2600,"Outagamie County, Wisconsin",176777,57584,183288,61523
2601,"Ozaukee County, Wisconsin",86429,75854,87817,80526
2602,"Pepin County, Wisconsin",7458,49544,7282,51470
2603,"Pierce County, Wisconsin",40842,61153,41226,66772
2604,"Polk County, Wisconsin",44094,49595,43328,53551
2605,"Portage County, Wisconsin",70027,51422,70371,54620
2606,"Price County, Wisconsin",14141,42206,13566,45680
2607,"Racine County, Wisconsin",195024,54900,195101,58334
2608,"Richland County, Wisconsin",18020,44821,17626,48234
2609,"Rock County, Wisconsin",160356,50316,161226,53410
2610,"Rusk County, Wisconsin",14670,38629,14211,41930
2611,"St. Croix County, Wisconsin",84363,68139,87142,77768
2612,"Sauk County, Wisconsin",61953,52355,63340,54447
2613,"Sawyer County, Wisconsin",16580,39814,16384,43565
2614,"Shawano County, Wisconsin",41820,45901,41136,51751
2615,"Sheboygan County, Wisconsin",115377,52967,115094,56114
2616,"Taylor County, Wisconsin",20631,44578,20344,49821
2617,"Trempealeau County, Wisconsin",28853,48624,29510,54009
2618,"Vernon County, Wisconsin",29827,44676,30378,49996
2619,"Vilas County, Wisconsin",21489,40743,21465,42720
2620,"Walworth County, Wisconsin",102310,54443,102917,58401
2621,"Washburn County, Wisconsin",15893,40892,15638,46592
2622,"Washington County, Wisconsin",131840,66485,133967,73021
2623,"Waukesha County, Wisconsin",389740,75689,396731,81140
2624,"Waupaca County, Wisconsin",52377,49777,51651,54071
2625,"Waushara County, Wisconsin",24565,43582,24170,48412
2626,"Winnebago County, Wisconsin",166984,51603,169540,55128
2627,"Wood County, Wisconsin",74591,46999,73427,51603
2628,"Albany County, Wyoming",36186,42882,37944,45816
2629,"Big Horn County, Wyoming",11636,51002,11920,51716
2630,"Campbell County, Wyoming",45840,77090,48116,80178
2631,"Carbon County, Wyoming",15781,57787,15689,57644
2632,"Converse County, Wyoming",13779,62554,14166,62776
2633,"Crook County, Wyoming",7036,51319,7347,66944
2634,"Fremont County, Wyoming",40103,48565,40354,55013
2635,"Goshen County, Wyoming",13277,43401,13479,48422
2636,"Hot Springs County, Wyoming",4791,41786,4741,48403
2637,"Johnson County, Wyoming",8564,57175,8562,52415
2638,"Laramie County, Wyoming",91719,54596,97031,62879
2639,"Lincoln County, Wyoming",17960,62542,18791,63756
2640,"Natrona County, Wyoming",75876,55786,81023,59400
2641,"Niobrara County, Wyoming",2478,39107,2479,36793
2642,"Park County, Wyoming",28203,51449,29276,60828
2643,"Platte County, Wyoming",8677,44917,8703,47380
2644,"Sheridan County, Wyoming",29097,52352,29964,56455
2645,"Sublette County, Wyoming",10065,79776,10037,84911
2646,"Sweetwater County, Wyoming",43890,72139,44527,71083
2647,"Teton County, Wyoming",21326,69020,22923,80049
2648,"Uinta County, Wyoming",20942,59714,20758,54672
2649,"Washakie County, Wyoming",8425,44519,8253,51362
2650,"Weston County, Wyoming",7152,53802,7117,59605
2651,"Adjuntas Municipio, Puerto Rico",19458,13095,18525,11680
2652,"Aguada Municipio, Puerto Rico",41876,15106,39470,16199
2653,"Aguadilla Municipio, Puerto Rico",60714,15302,55722,16821
2654,"Aguas Buenas Municipio, Puerto Rico",28573,13994,26855,16733
2655,"Aibonito Municipio, Puerto Rico",25823,16235,24008,18387
2656,"Arecibo Municipio, Puerto Rico",96176,17077,89550,17289
2657,"Arroyo Municipio, Puerto Rico",19542,16114,18504,15689
2658,"Barceloneta Municipio, Puerto Rico",24815,15034,24583,17113
2659,"Barranquitas Municipio, Puerto Rico",30322,14907,29237,15694
2660,"Cabo Rojo Municipio, Puerto Rico",50866,16003,49726,16461
2661,"Caguas Municipio, Puerto Rico",142549,23845,134269,24229
2662,"Camuy Municipio, Puerto Rico",35085,17762,32936,17579
2663,"Carolina Municipio, Puerto Rico",176157,29470,161684,29082
2664,"Cayey Municipio, Puerto Rico",48008,20912,45431,20442
2665,"Ceiba Municipio, Puerto Rico",13726,20455,12238,18998
2666,"Ciales Municipio, Puerto Rico",18712,13722,17325,14432
2667,"Cidra Municipio, Puerto Rico",43414,23804,41181,20389
2668,"Coamo Municipio, Puerto Rico",40577,16658,39796,19110
2669,"Corozal Municipio, Puerto Rico",37074,15828,34933,14752
2670,"Culebra Municipio, Puerto Rico",1535,16375,1494,23355
2671,"Dorado Municipio, Puerto Rico",38179,28530,37722,29354
2672,"Fajardo Municipio, Puerto Rico",36857,21194,33075,18941
2673,"Florida Municipio, Puerto Rico",12657,16150,12140,16919
2674,"Colleton County, South Carolina",38665,31289,37581,34996
2675,"Darlington County, South Carolina",68500,37490,67572,36217
2676,"Dillon County, South Carolina",31733,26668,31073,30866
2677,"Dorchester County, South Carolina",136836,54912,151716,58685
2678,"Edgefield County, South Carolina",26763,44208,26620,47500
2679,"Fairfield County, South Carolina",23804,35452,22868,35551
2680,"Florence County, South Carolina",136714,41738,138537,43310
2681,"Georgetown County, South Carolina",60285,42472,61065,46967
2682,"Greenville County, South Carolina",452931,48438,490332,53739
2683,"Greenwood County, South Carolina",69531,37911,69981,39196
2684,"Hampton County, South Carolina",20987,35713,20066,32147
2685,"Horry County, South Carolina",270943,42183,310186,46475
2686,"Jasper County, South Carolina",24792,36504,27465,39740
2687,"Kershaw County, South Carolina",61583,44068,63734,46565
2688,"Lancaster County, South Carolina",76364,42107,86544,50557
2689,"Laurens County, South Carolina",66623,38829,66508,40580
2690,"Lee County, South Carolina",19160,27755,17897,31963
2691,"Lexington County, South Carolina",262424,53644,281870,57482
2692,"McCormick County, South Carolina",10140,38385,9694,40622
2693,"Marion County, South Carolina",33038,30562,31765,31129
2694,"Marlboro County, South Carolina",28750,28612,27505,33921
2695,"Newberry County, South Carolina",37432,42005,37914,39600
2696,"Oconee County, South Carolina",74038,41854,75926,43978
2697,"Orangeburg County, South Carolina",92229,33661,89116,34943
2698,"Pickens County, South Carolina",119167,41947,121449,45332
2699,"Richland County, South Carolina",384596,48420,404869,52082
2700,"Saluda County, South Carolina",19758,39541,20228,41885
2701,"Spartanburg County, South Carolina",284540,43421,297732,47575
2702,"Sumter County, South Carolina",107279,40726,107379,41946
2703,"Union County, South Carolina",28804,32459,27772,37493
2704,"Williamsburg County, South Carolina",34361,25174,32256,30976
2705,"York County, South Carolina",226576,52571,251664,59394
2706,"Aurora County, South Dakota",2726,46071,2739,57257
2707,"Beadle County, South Dakota",17372,43778,18163,48995
2708,"Bennett County, South Dakota",3432,36429,3440,45725
2709,"Bon Homme County, South Dakota",7041,41139,6972,52923
2710,"Brookings County, South Dakota",31973,47093,33697,53473
2711,"Brown County, South Dakota",36562,49504,38637,53807
2712,"Brule County, South Dakota",5236,46107,5280,50870
2713,"Buffalo County, South Dakota",1950,30439,2048,30500
2714,"Butte County, South Dakota",10122,38980,10194,44786
2715,"Campbell County, South Dakota",1419,36563,1443,51548
2716,"Charles Mix County, South Dakota",9127,38475,9319,44104
2717,"Clark County, South Dakota",3653,48438,3642,47500
2718,"Clay County, South Dakota",13966,38377,13907,41773
2719,"Codington County, South Dakota",27284,46383,27963,52025
2720,"Corson County, South Dakota",4046,29451,4177,32260
2721,"Custer County, South Dakota",8219,46984,8519,56449
2722,"Davison County, South Dakota",19513,47493,19753,48665
2723,"Day County, South Dakota",5673,40095,5524,43902
2724,"Deuel County, South Dakota",4376,47302,4282,57969
2725,"Dewey County, South Dakota",5358,34797,5709,41190
2726,"Douglas County, South Dakota",2992,48836,2940,52543
2727,"Edmunds County, South Dakota",4050,51379,3971,65380
2728,"Fall River County, South Dakota",7028,33703,6783,48862
2729,"Faulk County, South Dakota",2374,39714,2327,46750
2730,"Grant County, South Dakota",7324,46273,7133,56276
2731,"Gregory County, South Dakota",4251,36447,4209,42679
2732,"Haakon County, South Dakota",1852,48571,2084,38873
2733,"Hamlin County, South Dakota",5875,50473,5911,61784
2734,"Hand County, South Dakota",3394,45399,3303,50720
2735,"Hanson County, South Dakota",3366,53860,3404,62448
2736,"Harding County, South Dakota",1367,48036,1281,55972
2737,"Hughes County, South Dakota",17064,59117,17572,59741
2738,"Hutchinson County, South Dakota",7283,44153,7277,49583
2739,"Hyde County, South Dakota",1437,46694,1373,53696
2740,"Jackson County, South Dakota",3067,43967,3275,38041
2741,"Jerauld County, South Dakota",2047,45587,2034,49882
2742,"Jones County, South Dakota",1084,44531,740,39432
2743,"Kingsbury County, South Dakota",5159,50060,5000,58794
2744,"Lake County, South Dakota",11364,46071,12350,58467
2745,"Lawrence County, South Dakota",24063,43733,25018,49275
2746,"Lincoln County, South Dakota",45055,73340,53147,81849
2747,"Lyman County, South Dakota",3752,46339,3882,47113
2748,"McCook County, South Dakota",5592,47392,5515,60808
2749,"McPherson County, South Dakota",2485,36314,2366,41674
2750,"Marshall County, South Dakota",4631,44516,4759,60948
2751,"Meade County, South Dakota",25456,50077,27066,54286
2752,"Mellette County, South Dakota",2057,35563,2062,31165
2753,"Miner County, South Dakota",2365,47019,2255,50658
2754,"Minnehaha County, South Dakota",170342,52530,183660,57322
2755,"Moody County, South Dakota",6474,50949,6496,56233
2756,"Pennington County, South Dakota",101240,50253,108126,52245
2757,"Perkins County, South Dakota",2890,37521,2964,50450
2758,"Potter County, South Dakota",2327,45511,2318,51597
2759,"Roberts County, South Dakota",10158,42893,10250,51228
2760,"Sanborn County, South Dakota",2357,46200,2366,54677
2761,"Spink County, South Dakota",6483,46884,6478,52000
2762,"Stanley County, South Dakota",2940,56553,2994,63233
2763,"Sully County, South Dakota",1382,51563,1390,60694
2764,"Todd County, South Dakota",9711,30972,10016,26285
2765,"Tripp County, South Dakota",5608,40920,5480,48409
2766,"Turner County, South Dakota",8344,50565,8242,54294
2767,"Union County, South Dakota",14377,64496,14929,65434
2768,"Walworth County, South Dakota",5443,42711,5502,46623
2769,"Yankton County, South Dakota",22434,53589,22660,50029
2770,"Ziebach County, South Dakota",2796,32422,2837,35000
2771,"Anderson County, Tennessee",75039,44154,75538,47206
2772,"Bedford County, Tennessee",45060,39635,46854,47117
2773,"Benton County, Tennessee",16420,33663,16154,33702
2774,"Bledsoe County, Tennessee",12898,31388,14413,40450
2775,"Blount County, Tennessee",123086,46347,127135,51172
2776,"Bradley County, Tennessee",99229,40614,103666,46381
2777,"Campbell County, Tennessee",40629,31312,39824,35377
2778,"Cannon County, Tennessee",13797,40998,13839,47457
2779,"Carroll County, Tennessee",28486,35595,28137,38201
2780,"Carter County, Tennessee",57531,32908,56500,34625
2781,"Cheatham County, Tennessee",39103,53363,39713,56150
2782,"Chester County, Tennessee",17043,42097,17097,43740
2783,"Claiborne County, Tennessee",32025,33568,31566,35428
2784,"Clay County, Tennessee",7842,30184,7684,30801
2785,"Cocke County, Tennessee",35631,29764,35262,32027
2786,"Coffee County, Tennessee",52853,38151,54074,46614
2787,"Crockett County, Tennessee",14567,37601,14554,39692
2788,"Cumberland County, Tennessee",56144,37963,58178,40994
2789,"Davidson County, Tennessee",629113,46676,678322,53419
2790,"Decatur County, Tennessee",11732,34146,11681,36427
2791,"DeKalb County, Tennessee",18770,36713,19380,40690
2792,"Dickson County, Tennessee",49704,45109,51341,47398
2793,"Dyer County, Tennessee",38234,38167,37751,44386
2794,"Fayette County, Tennessee",38370,56297,39336,57919
2795,"Fentress County, Tennessee",17945,27773,17940,32616
2796,"Franklin County, Tennessee",40972,41625,41397,46882
2797,"Gibson County, Tennessee",49594,36981,49222,41315
2798,"Giles County, Tennessee",29439,38014,29024,43925
2799,"Grainger County, Tennessee",22613,33185,22942,40088
2800,"Greene County, Tennessee",68755,35613,68520,38266
2801,"Grundy County, Tennessee",13751,26644,13359,31919
2802,"Hamblen County, Tennessee",62528,39316,63465,42042
2803,"Hamilton County, Tennessee",337023,46544,354589,50273
2804,"Hancock County, Tennessee",6759,22205,6605,29619
2805,"Hardeman County, Tennessee",27193,31963,25784,36686
2806,"Hardin County, Tennessee",25987,33044,25813,39092
2807,"Hawkins County, Tennessee",56725,36419,56402,38728
2808,"Haywood County, Tennessee",18673,32827,17944,36118
2809,"Henderson County, Tennessee",27835,37784,27889,42711
2810,"Henry County, Tennessee",32271,36593,32263,40415
2811,"Hickman County, Tennessee",24481,42330,24502,39333
2812,"Houston County, Tennessee",8375,34595,8188,41820
2813,"Humphreys County, Tennessee",18428,41943,18281,40998
2814,"Jackson County, Tennessee",11526,33363,11573,33933
2815,"Jefferson County, Tennessee",51541,38800,52887,45641
2816,"Johnson County, Tennessee",18199,30063,17846,32994
2817,"Knox County, Tennessee",433207,47270,452286,52458
2818,"Lake County, Tennessee",7780,26212,7588,31993
2819,"Lauderdale County, Tennessee",27772,32987,26497,35551
2820,"Lawrence County, Tennessee",41779,36663,42591,41522
2821,"Lewis County, Tennessee",12050,33956,11944,37092
2822,"Lincoln County, Tennessee",33295,40904,33543,42153
2823,"Loudon County, Tennessee",48586,49602,51024,55431
2824,"McMinn County, Tennessee",52325,38944,52569,39990
2825,"McNairy County, Tennessee",26001,33066,25945,34353
2826,"Macon County, Tennessee",22265,35452,23239,35533
2827,"Madison County, Tennessee",97976,42348,97887,44496
2828,"Marion County, Tennessee",28184,39817,28355,45366
2829,"Marshall County, Tennessee",30585,40687,31753,46837
2830,"Maury County, Tennessee",80965,45603,87606,52080
2831,"Meigs County, Tennessee",11696,33492,11830,39786
2832,"Monroe County, Tennessee",44680,36430,45698,36931
2833,"Montgomery County, Tennessee",173138,49459,192120,53737
2834,"Moore County, Tennessee",6349,44977,6302,51671
2835,"Morgan County, Tennessee",21882,37522,21639,40707
2836,"Obion County, Tennessee",31721,40516,30659,38063
2837,"Overton County, Tennessee",22040,34119,21995,36052
2838,"Perry County, Tennessee",7856,32101,7882,31503
2839,"Pickett County, Tennessee",5108,34255,5071,39313
2840,"Polk County, Tennessee",16756,37235,16722,42307
2841,"Putnam County, Tennessee",72172,34107,75565,37802
2842,"Rhea County, Tennessee",31817,36470,32478,39368
2843,"Roane County, Tennessee",54027,43017,52926,45407
2844,"Robertson County, Tennessee",66143,52588,68575,57424
2845,"Rutherford County, Tennessee",263815,55105,298456,62149
2846,"Scott County, Tennessee",22196,29161,21949,31875
2847,"Sequatchie County, Tennessee",14173,33181,14654,51312
2848,"Sevier County, Tennessee",90218,43300,95523,44473
2849,"Shelby County, Tennessee",929437,46251,937847,48415
2850,"Smith County, Tennessee",19157,44116,19279,44275
2851,"Stewart County, Tennessee",13262,40200,13248,44090
2852,"Sullivan County, Tennessee",156675,40025,156519,42251
2853,"Sumner County, Tennessee",161206,55560,175730,61584
2854,"Tipton County, Tennessee",61038,51847,61434,57212
2855,"Trousdale County, Tennessee",7827,43613,8773,41776
2856,"Unicoi County, Tennessee",18287,35415,17830,36576
2857,"Union County, Tennessee",19179,33456,19176,40132
2858,"Van Buren County, Tennessee",5552,31940,5675,43631
2859,"Warren County, Tennessee",39767,34008,40210,36765
2860,"Washington County, Tennessee",122840,42995,126437,44180
2861,"Wayne County, Tennessee",17015,35377,16713,34299
2862,"Weakley County, Tennessee",34802,35509,33776,36550
2863,"White County, Tennessee",25863,34717,26394,37654
2864,"Williamson County, Tennessee",184225,91146,212161,103543
2865,"Wilson County, Tennessee",114618,61353,128874,66123
2866,"Anderson County, Texas",58269,41471,57747,42313
2867,"Andrews County, Texas",15006,55327,17577,70753
2868,"Angelina County, Texas",86550,40150,87700,46472
2869,"Aransas County, Texas",23391,44769,24832,44601
2870,"Archer County, Texas",8944,56250,8793,63192
2871,"Armstrong County, Texas",1820,56974,1929,68750
2872,"Atascosa County, Texas",45091,45702,48139,55194
2873,"Austin County, Texas",28372,51340,29292,62614
2874,"Bailey County, Texas",7096,41075,7098,43523
2875,"Bandera County, Texas",20477,47927,21316,56413
2876,"Bastrop County, Texas",74023,52516,80306,59185
2877,"Baylor County, Texas",3706,34688,3602,36157
2878,"Bee County, Texas",32083,40707,32729,45415
2879,"Bell County, Texas",310155,50085,336506,52583
2880,"Bexar County, Texas",1719902,49141,1892004,53999
2881,"Blanco County, Texas",10425,46881,11089,58500
2882,"Borden County, Texas",642,69688,602,77708
2883,"Bosque County, Texas",18114,44860,17955,48677
2884,"Bowie County, Texas",92460,42346,93635,46283
2885,"Brazoria County, Texas",313813,68008,345995,76426
2886,"Brazos County, Texas",194087,37638,214231,43907
2887,"Brewster County, Texas",9175,40086,9220,38906
2888,"Briscoe County, Texas",1674,35078,1591,42500
2889,"Brooks County, Texas",7236,21445,7251,24794
2890,"Brown County, Texas",38018,40821,37787,43062
2891,"Burleson County, Texas",17160,43976,17596,52510
2892,"Burnet County, Texas",42946,49047,45017,57173
2893,"Caldwell County, Texas",38152,43393,40544,51346
2894,"Calhoun County, Texas",21366,45122,21821,58788
2895,"Callahan County, Texas",13521,46812,13660,40945
2896,"Cameron County, Texas",405819,32558,420201,36095
2897,"Camp County, Texas",12389,36495,12670,41811
2898,"Carson County, Texas",6215,60813,6033,67010
2899,"Cass County, Texas",30324,35932,30118,41432
2900,"Castro County, Texas",7984,35301,7891,44643
2901,"Chambers County, Texas",34562,75200,39283,74368
2902,"Cherokee County, Texas",50690,37508,51594,44294
2903,"Childress County, Texas",7047,44455,7064,40432
2904,"Clay County, Texas",10718,54298,10369,46863
2905,"Cochran County, Texas",3087,40406,2932,37500
2906,"Coke County, Texas",3298,40844,3238,42500
2907,"Coleman County, Texas",8817,30690,8422,40804
2908,"Collin County, Texas",788580,83238,914075,90124
2909,"Collingsworth County, Texas",3050,41940,3026,46348
2910,"Colorado County, Texas",20784,43273,20913,50241
2911,"Comal County, Texas",108985,63480,129100,73655
2912,"Comanche County, Texas",13875,36599,13492,42419
2913,"Concho County, Texas",4073,50278,3858,46696
2914,"Cooke County, Texas",38427,49735,39064,60027
2915,"Coryell County, Texas",75728,50104,75818,50865
2916,"Cottle County, Texas",1600,34770,1498,33534
2917,"Crane County, Texas",4359,49974,4836,63935
2918,"Crockett County, Texas",3669,49850,3836,52310
2919,"Crosby County, Texas",6100,36768,5895,38674
2920,"Culberson County, Texas",2386,33500,2257,33125
2921,"Dallam County, Texas",6734,42781,7207,45580
2922,"Dallas County, Texas",2379214,49159,2552213,53626
2923,"Dawson County, Texas",13761,40152,13095,43201
2924,"Deaf Smith County, Texas",19275,42577,18947,51543
2925,"Delta County, Texas",5240,41406,5172,42642
2926,"Denton County, Texas",667934,72939,781321,80290
2927,"DeWitt County, Texas",20156,45457,20474,50960
2928,"Dickens County, Texas",2399,33950,2224,43088
2929,"Dimmit County, Texas",10054,32960,10822,31384
2930,"Donley County, Texas",3652,41875,3433,44429
2931,"Duval County, Texas",11821,35167,11434,35443
2932,"Eastland County, Texas",18519,35044,18278,32135
2933,"Ector County, Texas",138193,50851,155744,59528
2934,"Edwards County, Texas",2023,41613,2111,48462
2935,"Ellis County, Texas",149712,62832,164092,67371
2936,"El Paso County, Texas",801115,39699,834825,43244
2937,"Erath County, Texas",38192,40176,41016,47013
2938,"Falls County, Texas",17756,33744,17289,38834
2939,"Fannin County, Texas",33867,43382,33787,47875
2940,"Fayette County, Texas",24557,45478,24963,56941
2941,"Fisher County, Texas",3963,42900,3875,45294
2942,"Floyd County, Texas",6439,35323,5953,48767
2943,"Foard County, Texas",1273,32443,1414,50000
2944,"Fort Bend County, Texas",587666,84211,711421,93645
2945,"Franklin County, Texas",10593,45684,10639,43967
2946,"Freestone County, Texas",19631,45510,19646,45890
2947,"Frio County, Texas",17265,38161,19110,37382
2948,"Gaines County, Texas",17572,50850,19889,58167
2949,"Galveston County, Texas",292874,61555,321184,65702
2950,"Garza County, Texas",6295,41750,6739,53832
2951,"Gillespie County, Texas",24777,55017,25939,56267
2952,"Glasscock County, Texas",1255,76563,1420,64886
2953,"Goliad County, Texas",7223,50635,7510,56737
2954,"Gonzales County, Texas",19773,39115,20558,47516
2955,"Gray County, Texas",22731,44455,22962,48314
2956,"Grayson County, Texas",120641,46587,126146,52683
2957,"Gregg County, Texas",121451,45233,123402,47970
2958,"Grimes County, Texas",26564,43810,27358,49745
2959,"Guadalupe County, Texas",131945,63889,150889,66187
2960,"Hale County, Texas",36153,40521,34527,46012
2961,"Hall County, Texas",3337,32097,3102,31324
2962,"Hamilton County, Texas",8448,39709,8220,46611
2963,"Hansford County, Texas",5556,49626,5532,40678
2964,"Hardeman County, Texas",4124,35332,3990,37995
2965,"Hardin County, Texas",54497,54275,55993,56131
2966,"Harris County, Texas",4101752,53160,4525519,57791
2967,"Harrison County, Texas",65958,46718,66606,48644
2968,"Hartley County, Texas",6015,63407,5821,64427
2969,"Haskell County, Texas",5891,40247,5806,43529
2970,"Hays County, Texas",158464,57834,194843,62815
2971,"Hemphill County, Texas",3863,53295,4152,68679
2972,"Henderson County, Texas",78558,41100,79687,44888
2973,"Hidalgo County, Texas",774820,33218,839539,37097
2974,"Hill County, Texas",35079,39405,35098,45970
2975,"Hockley County, Texas",22988,51054,23273,49184
2976,"Hood County, Texas",51161,54902,55418,60275
2977,"Hopkins County, Texas",35088,42257,35929,47832
2978,"Houston County, Texas",23512,32859,22849,33552
2979,"Howard County, Texas",34927,43393,36491,50855
2980,"Hudspeth County, Texas",3407,22083,3702,26346
2981,"Hunt County, Texas",85955,45170,90322,49319
2982,"Hutchinson County, Texas",21992,46677,21704,50035
2983,"Irion County, Texas",1596,48646,1592,63021
2984,"Jack County, Texas",9027,43902,8839,52829
2985,"Jackson County, Texas",14075,47591,14756,58504
2986,"Jasper County, Texas",35703,40603,35444,41960
2987,"Jeff Davis County, Texas",2319,49375,2236,46534
2988,"Jefferson County, Texas",251627,43750,254574,46315
2989,"Jim Hogg County, Texas",5257,36919,5262,31403
2990,"Jim Wells County, Texas",41014,40723,41318,41103
2991,"Johnson County, Texas",151174,57016,160173,60458
2992,"Jones County, Texas",20137,38896,19969,48601
2993,"Karnes County, Texas",14936,39706,15051,53051
2994,"Kaufman County, Texas",103385,61564,114852,63926
2995,"Kendall County, Texas",33745,71553,40306,81023
2996,"Kenedy County, Texas",451,37206,564,24800
2997,"Kent County, Texas",829,38750,680,52250
2998,"Kerr County, Texas",49469,43849,50761,48698
2999,"Kimble County, Texas",4577,46786,4432,41095
3000,"King County, Texas",227,63750,289,56964
3001,"Kinney County, Texas",3574,34083,3631,34926
3002,"Kleberg County, Texas",31925,38058,31540,41700
3003,"Knox County, Texas",3713,33667,3753,46319
3004,"Lamar County, Texas",49740,39630,49401,42198
3005,"Lamb County, Texas",13996,35265,13368,43712
3006,"Lampasas County, Texas",19837,47968,20473,54467
3007,"La Salle County, Texas",6850,26731,7418,44601
3008,"Lavaca County, Texas",19269,42934,19859,51708
3009,"Lee County, Texas",16591,50860,16850,55741
3010,"Leon County, Texas",16827,43534,16966,44875
3011,"Liberty County, Texas",75662,48408,79884,48344
3012,"Limestone County, Texas",23350,40213,23480,40356
3013,"Lipscomb County, Texas",3324,56131,3495,59583
3014,"Live Oak County, Texas",11526,42182,12043,51480
3015,"Llano County, Texas",19115,45533,20195,50524
3016,"Loving County, Texas",85,39375,74,80938
3017,"Lubbock County, Texas",278339,43993,298042,49078
3018,"Lynn County, Texas",5886,45066,5785,44922
3019,"McCulloch County, Texas",8281,36560,8145,42367
3020,"McLennan County, Texas",234626,41589,245720,46262
3021,"McMullen County, Texas",696,38438,600,71389
3022,"Madison County, Texas",13590,41202,13979,44004
3023,"Marion County, Texas",10544,32226,10140,36938
3024,"Martin County, Texas",4804,41964,5547,71115
3025,"Mason County, Texas",3978,44408,4122,40949
3026,"Matagorda County, Texas",36653,43146,36744,44896
3027,"Maverick County, Texas",54107,30959,57471,37734
3028,"Medina County, Texas",46009,52206,48548,59305
3029,"Menard County, Texas",2232,35048,2123,37917
3030,"Midland County, Texas",138472,59391,159883,75815
3031,"Milam County, Texas",24691,39170,24479,41768
3032,"Mills County, Texas",4880,34984,4887,46318
3033,"Mitchell County, Texas",9367,41082,8774,52194
3034,"Montague County, Texas",19737,45287,19406,46592
3035,"Montgomery County, Texas",458339,66422,535187,74323
3036,"Moore County, Texas",21765,48489,22016,52469
3037,"Morris County, Texas",12914,39122,12530,40227
3038,"Motley County, Texas",1153,35313,1114,40598
3039,"Nacogdoches County, Texas",64647,35641,65411,41482
3040,"Navarro County, Texas",47739,41511,48239,45103
3041,"Newton County, Texas",14372,38574,14187,40180
3042,"Nolan County, Texas",15104,37671,14990,42019
3043,"Nueces County, Texas",340568,46499,358484,53317
3044,"Ochiltree County, Texas",10314,50881,10484,50120
3045,"Oldham County, Texas",2048,50993,2083,62426
3046,"Orange County, Texas",82306,48864,83909,53667
3047,"Palo Pinto County, Texas",28010,43041,28109,45067
3048,"Panola County, Texas",23814,50508,23574,49704
3049,"Parker County, Texas",116820,65299,125963,70608
3050,"Parmer County, Texas",10172,44925,9871,50410
3051,"Pecos County, Texas",15510,43529,15804,50543
3052,"Polk County, Texas",45618,37194,46974,43267
3053,"Potter County, Texas",121099,37848,121230,41852
3054,"Presidio County, Texas",7678,29400,7191,26486
3055,"Rains County, Texas",10976,45099,11246,48308
3056,"Randall County, Texas",121090,57509,130552,65564
3057,"Reagan County, Texas",3384,55968,3735,59760
3058,"Real County, Texas",3326,31713,3358,36493
3059,"Red River County, Texas",12795,34430,12353,35356
3060,"Reeves County, Texas",13606,39577,14791,49390
3061,"Refugio County, Texas",7352,42589,7293,50338
3062,"Roberts County, Texas",992,64688,889,79167
3063,"Robertson County, Texas",16596,40711,16727,52189
3064,"Rockwall County, Texas",78749,82725,90414,93269
3065,"Runnels County, Texas",10473,39115,10266,41226
3066,"Rusk County, Texas",53211,46220,53026,49270
3067,"Sabine County, Texas",10642,33053,10429,33561
3068,"San Augustine County, Texas",8898,27580,8403,32394
3069,"San Jacinto County, Texas",26482,46413,27436,43421
3070,"San Patricio County, Texas",65352,51104,66867,53332
3071,"San Saba County, Texas",6037,37230,5851,40301
3072,"Schleicher County, Texas",3327,50417,3122,63432
3073,"Scurry County, Texas",16855,46340,17346,54565
3074,"Shackelford County, Texas",3346,46181,3348,46685
